cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
8.42,1,0,1,1,48.9,44.3,IT,B.Sc,"cloud, model deployment, nlp, sql, xgboost","Built projects using cloud, model deployment, nlp, sql, xgboost. Completed 0 projects, 1 internships, and worked on model evaluation.",0
7.02,0,5,2,3,59.2,65.7,EEE,B.Tech,"excel, fastapi, git, java, linux, numpy, opencv, pandas","Built projects using excel, fastapi, git, java, linux, numpy. Completed 5 projects, 0 internships, and worked on model evaluation.",1
6.58,0,8,0,0,70.0,40.7,Civil,B.Sc,"docker, excel, fastapi, numpy, statistics, streamlit, xgboost","Built projects using docker, excel, fastapi, numpy, statistics, streamlit. Completed 8 projects, 0 internships, and worked on model evaluation.",0
8.63,2,3,2,0,82.8,81.5,AI&DS,B.Sc,"numpy, opencv, sql, streamlit","Built projects using numpy, opencv, sql, streamlit. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.17,1,3,0,1,76.1,43.5,Civil,BCA,"data cleaning, nlp, opencv, python, scikit-learn, xgboost","Built projects using data cleaning, nlp, opencv, python, scikit-learn, xgboost. Completed 3 projects, 1 internships, and worked on model evaluation.",1
9.04,0,3,4,0,67.0,62.3,ME,BCA,"data cleaning, docker, fastapi, feature engineering, machine learning, opencv, power bi, scikit-learn, sql, statistics, tableau, xgboost","Built projects using data cleaning, docker, fastapi, feature engineering, machine learning, opencv. Completed 3 projects, 0 internships, and worked on model evaluation.",1
8.1,1,4,1,3,72.6,58.6,EEE,BCA,"fastapi, java, numpy","Built projects using fastapi, java, numpy. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.06,1,6,2,1,55.0,69.8,ECE,BCA,"data cleaning, deep learning, docker, fastapi, streamlit","Built projects using data cleaning, deep learning, docker, fastapi, streamlit. Completed 6 projects, 1 internships, and worked on model evaluation.",1
7.97,1,3,3,2,64.5,71.6,IT,M.Tech,"data cleaning, fastapi, feature engineering, power bi, sql, statistics, streamlit","Built projects using data cleaning, fastapi, feature engineering, power bi, sql, statistics. Completed 3 projects, 1 internships, and worked on model evaluation.",1
6.26,1,3,1,1,58.5,75.8,EEE,M.Tech,"deep learning, excel, fastapi, nlp, numpy, sql, streamlit","Built projects using deep learning, excel, fastapi, nlp, numpy, sql. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.17,1,0,2,2,69.8,60.1,ME,B.Tech,"deep learning, docker, excel, java, statistics, streamlit, xgboost","Built projects using deep learning, docker, excel, java, statistics, streamlit. Completed 0 projects, 1 internships, and worked on model evaluation.",0
8.23,0,4,1,0,56.6,70.6,Civil,B.Tech,"feature engineering, git, java, nlp, pandas, sql, streamlit, tableau, xgboost","Built projects using feature engineering, git, java, nlp, pandas, sql. Completed 4 projects, 0 internships, and worked on model evaluation.",1
8.64,1,1,2,0,80.0,76.4,EEE,M.Tech,"nlp, opencv, power bi, streamlit, xgboost","Built projects using nlp, opencv, power bi, streamlit, xgboost. Completed 1 projects, 1 internships, and worked on model evaluation.",0
8.12,1,3,4,0,65.9,46.8,IT,MCA,"fastapi, feature engineering, nlp, opencv, pandas, python, scikit-learn","Built projects using fastapi, feature engineering, nlp, opencv, pandas, python. Completed 3 projects, 1 internships, and worked on model evaluation.",1
5.55,0,5,3,0,74.8,82.8,IT,M.Tech,"data cleaning, deep learning, linux, machine learning, model deployment, nlp, numpy, power bi, python, sql, statistics, xgboost","Built projects using data cleaning, deep learning, linux, machine learning, model deployment, nlp. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.6,1,3,0,3,87.0,50.9,EEE,MCA,"data cleaning, deep learning, fastapi, linux, model deployment, nlp, numpy, opencv, pandas","Built projects using data cleaning, deep learning, fastapi, linux, model deployment, nlp. Completed 3 projects, 1 internships, and worked on model evaluation.",1
8.67,1,3,1,0,59.4,59.9,IT,BCA,"docker, fastapi, feature engineering, git, java, machine learning, nlp, numpy, opencv, scikit-learn","Built projects using docker, fastapi, feature engineering, git, java, machine learning. Completed 3 projects, 1 internships, and worked on model evaluation.",1
5.94,3,5,1,2,76.7,61.6,AI&DS,B.Tech,"cloud, git, linux, numpy, pandas, sql, statistics, streamlit, tableau","Built projects using cloud, git, linux, numpy, pandas, sql. Completed 5 projects, 3 internships, and worked on model evaluation.",0
6.62,1,2,0,0,40.0,77.4,Civil,BCA,"deep learning, docker, excel, linux, machine learning, numpy, pandas, sql, tableau","Built projects using deep learning, docker, excel, linux, machine learning, numpy. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.8,5,6,0,1,56.3,46.6,ME,M.Tech,"cloud, java, linux, pandas, python","Built projects using cloud, java, linux, pandas, python. Completed 6 projects, 5 internships, and worked on model evaluation.",0
6.33,1,2,0,0,60.6,55.9,ECE,B.Sc,"fastapi, java, pandas, statistics, tableau","Built projects using fastapi, java, pandas, statistics, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.88,2,6,1,0,58.9,49.8,ME,BCA,"cloud, linux, numpy, opencv, pandas, python, scikit-learn, tableau","Built projects using cloud, linux, numpy, opencv, pandas, python. Completed 6 projects, 2 internships, and worked on model evaluation.",1
7.41,3,1,3,1,76.8,63.5,Civil,B.Tech,"data cleaning, git, model deployment, power bi","Built projects using data cleaning, git, model deployment, power bi. Completed 1 projects, 3 internships, and worked on model evaluation.",1
8.38,2,3,2,1,81.7,64.2,AI&DS,BCA,"cloud, data cleaning, docker, excel, linux, model deployment, scikit-learn, sql, xgboost","Built projects using cloud, data cleaning, docker, excel, linux, model deployment. Completed 3 projects, 2 internships, and worked on model evaluation.",1
8.79,2,5,3,1,73.4,59.0,Civil,M.Tech,"cloud, deep learning, fastapi, java, linux, nlp, numpy, opencv","Built projects using cloud, deep learning, fastapi, java, linux, nlp. Completed 5 projects, 2 internships, and worked on model evaluation.",1
7.81,0,1,1,1,71.4,58.5,Civil,MCA,"cloud, deep learning, docker, numpy, pandas, python, scikit-learn","Built projects using cloud, deep learning, docker, numpy, pandas, python. Completed 1 projects, 0 internships, and worked on model evaluation.",1
8.2,0,5,3,1,75.1,67.2,ME,B.Tech,"data cleaning, fastapi, git, java, machine learning, numpy, scikit-learn, statistics, streamlit","Built projects using data cleaning, fastapi, git, java, machine learning, numpy. Completed 5 projects, 0 internships, and worked on model evaluation.",0
7.04,2,1,1,0,62.5,60.4,CSE,B.Tech,"deep learning, feature engineering, git, java, linux, machine learning, opencv, pandas, power bi, streamlit","Built projects using deep learning, feature engineering, git, java, linux, machine learning. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.62,1,1,5,1,67.8,82.6,ME,M.Tech,"git, opencv, pandas, power bi, streamlit","Built projects using git, opencv, pandas, power bi, streamlit. Completed 1 projects, 1 internships, and worked on model evaluation.",1
7.53,1,2,2,0,76.9,55.2,ME,BCA,"cloud, excel, power bi, streamlit, tableau","Built projects using cloud, excel, power bi, streamlit, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.24,2,2,3,0,88.4,66.0,EEE,B.Sc,"numpy, pandas, xgboost","Built projects using numpy, pandas, xgboost. Completed 2 projects, 2 internships, and worked on model evaluation.",1
7.5,0,1,1,3,90.1,67.4,AI&DS,B.Sc,"feature engineering, numpy, streamlit, xgboost","Built projects using feature engineering, numpy, streamlit, xgboost. Completed 1 projects, 0 internships, and worked on model evaluation.",0
9.22,1,5,4,1,48.1,94.0,EEE,B.Sc,"deep learning, model deployment, opencv, scikit-learn, tableau","Built projects using deep learning, model deployment, opencv, scikit-learn, tableau. Completed 5 projects, 1 internships, and worked on model evaluation.",0
9.18,0,3,2,0,89.7,52.2,AI&DS,BCA,"cloud, data cleaning, deep learning, docker, linux, nlp, opencv, pandas, statistics","Built projects using cloud, data cleaning, deep learning, docker, linux, nlp. Completed 3 projects, 0 internships, and worked on model evaluation.",1
6.77,1,4,4,3,64.0,70.0,EEE,BCA,"data cleaning, deep learning, feature engineering, java, python, scikit-learn, statistics, tableau","Built projects using data cleaning, deep learning, feature engineering, java, python, scikit-learn. Completed 4 projects, 1 internships, and worked on model evaluation.",1
8.73,0,2,2,0,80.5,65.8,ME,BCA,"git, machine learning, numpy, scikit-learn, statistics, streamlit","Built projects using git, machine learning, numpy, scikit-learn, statistics, streamlit. Completed 2 projects, 0 internships, and worked on model evaluation.",1
4.0,0,2,3,2,56.5,80.1,CSE,B.Sc,"cloud, deep learning, git, machine learning, numpy, sql, streamlit","Built projects using cloud, deep learning, git, machine learning, numpy, sql. Completed 2 projects, 0 internships, and worked on model evaluation.",0
7.88,0,4,5,1,67.9,30.9,CSE,BCA,"data cleaning, git, linux, machine learning, model deployment, numpy, scikit-learn, sql, streamlit","Built projects using data cleaning, git, linux, machine learning, model deployment, numpy. Completed 4 projects, 0 internships, and worked on model evaluation.",1
10.0,0,1,3,0,61.9,68.6,ME,B.Sc,"cloud, deep learning, fastapi, git, linux, model deployment, nlp, power bi, python, streamlit, xgboost","Built projects using cloud, deep learning, fastapi, git, linux, model deployment. Completed 1 projects, 0 internships, and worked on model evaluation.",0
8.15,0,7,5,1,64.1,39.9,EEE,B.Sc,"cloud, docker, java, linux, pandas, tableau","Built projects using cloud, docker, java, linux, pandas, tableau. Completed 7 projects, 0 internships, and worked on model evaluation.",0
6.65,2,2,1,1,87.0,75.0,EEE,B.Tech,"cloud, data cleaning, fastapi, feature engineering, model deployment, nlp, sql","Built projects using cloud, data cleaning, fastapi, feature engineering, model deployment, nlp. Completed 2 projects, 2 internships, and worked on model evaluation.",0
7.46,2,2,2,0,78.1,63.1,Civil,BCA,"cloud, fastapi, git, java, power bi, sql, streamlit","Built projects using cloud, fastapi, git, java, power bi, sql. Completed 2 projects, 2 internships, and worked on model evaluation.",0
6.49,1,5,2,1,84.9,94.1,AI&DS,MCA,"deep learning, excel, git, numpy, streamlit, tableau","Built projects using deep learning, excel, git, numpy, streamlit, tableau. Completed 5 projects, 1 internships, and worked on model evaluation.",1
6.63,2,1,1,0,71.4,74.8,EEE,BCA,"cloud, deep learning, docker, git, machine learning, pandas, scikit-learn, statistics, xgboost","Built projects using cloud, deep learning, docker, git, machine learning, pandas. Completed 1 projects, 2 internships, and worked on model evaluation.",1
7.39,1,4,1,2,61.1,77.6,AI&DS,B.Tech,"java, nlp","Built projects using java, nlp. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.11,3,6,2,0,78.8,71.3,Civil,BCA,"data cleaning, fastapi, git, model deployment, nlp, numpy, python, statistics, streamlit, tableau, xgboost","Built projects using data cleaning, fastapi, git, model deployment, nlp, numpy. Completed 6 projects, 3 internships, and worked on model evaluation.",1
7.69,0,4,0,0,53.2,89.3,IT,B.Sc,"git, java, linux, machine learning, numpy, pandas, statistics, streamlit","Built projects using git, java, linux, machine learning, numpy, pandas. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.36,0,5,1,2,97.5,76.7,Civil,B.Tech,"cloud, git, linux, model deployment, python, scikit-learn, statistics","Built projects using cloud, git, linux, model deployment, python, scikit-learn. Completed 5 projects, 0 internships, and worked on model evaluation.",0
6.79,2,2,3,2,82.1,56.4,CSE,MCA,"data cleaning, fastapi, linux, model deployment, opencv, statistics, tableau","Built projects using data cleaning, fastapi, linux, model deployment, opencv, statistics. Completed 2 projects, 2 internships, and worked on model evaluation.",0
5.39,1,4,1,0,88.2,46.4,ECE,B.Sc,"nlp, scikit-learn, sql","Built projects using nlp, scikit-learn, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
6.76,2,1,1,0,94.6,61.2,IT,B.Sc,"nlp, pandas, sql","Built projects using nlp, pandas, sql. Completed 1 projects, 2 internships, and worked on model evaluation.",1
6.26,1,4,3,0,83.6,33.5,ME,BCA,"deep learning, git, opencv, pandas, power bi, streamlit, xgboost","Built projects using deep learning, git, opencv, pandas, power bi, streamlit. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.38,2,4,2,1,67.4,45.3,ECE,B.Tech,"cloud, data cleaning, pandas, scikit-learn, statistics, tableau, xgboost","Built projects using cloud, data cleaning, pandas, scikit-learn, statistics, tableau. Completed 4 projects, 2 internships, and worked on model evaluation.",1
7.06,3,3,0,2,86.2,66.2,Civil,M.Tech,"feature engineering, sql","Built projects using feature engineering, sql. Completed 3 projects, 3 internships, and worked on model evaluation.",0
5.19,1,4,2,1,88.5,78.4,ECE,BCA,"data cleaning, docker, linux, power bi, python, statistics","Built projects using data cleaning, docker, linux, power bi, python, statistics. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.46,1,3,0,0,48.9,74.9,Civil,MCA,"cloud, data cleaning, docker, java, nlp, xgboost","Built projects using cloud, data cleaning, docker, java, nlp, xgboost. Completed 3 projects, 1 internships, and worked on model evaluation.",0
7.27,2,3,3,1,65.8,72.1,Civil,MCA,"docker, machine learning, model deployment, pandas, sql","Built projects using docker, machine learning, model deployment, pandas, sql. Completed 3 projects, 2 internships, and worked on model evaluation.",0
5.59,0,5,0,0,100.0,57.8,AI&DS,BCA,"data cleaning, deep learning, docker, excel, numpy, statistics","Built projects using data cleaning, deep learning, docker, excel, numpy, statistics. Completed 5 projects, 0 internships, and worked on model evaluation.",1
